Amplitude, Phi, Normalized Tacc, Zeta, Fit Correlation 
0.9866, 0.0315, 0.01, 0.0, 1.0 
0.987, 0.0315, 0.01, 0.02, 1.0 
0.9871, 0.0315, 0.01, 0.04, 1.0 
0.9867, 0.0315, 0.01, 0.06, 1.0 
1.0019, 0.0319, 0.01, 0.08, 1.0 
1.0007, 0.0319, 0.01, 0.1, 1.0 
0.9991, 0.0318, 0.01, 0.12, 1.0 
0.9971, 0.0317, 0.01, 0.14, 1.0 
0.9947, 0.0316, 0.01, 0.16, 1.0 
0.9918, 0.0315, 0.01, 0.18, 1.0 
1.0044, 0.0319, 0.01, 0.2, 1.0 
1.0006, 0.0318, 0.01, 0.22, 1.0 
0.9964, 0.0316, 0.01, 0.24, 1.0 
1.0074, 0.032, 0.01, 0.26, 1.0 
1.0022, 0.0318, 0.01, 0.28, 1.0 
0.9965, 0.0316, 0.01, 0.3, 1.0 
1.0058, 0.0318, 0.01, 0.32, 1.0 
0.999, 0.0316, 0.01, 0.34, 1.0 
1.007, 0.0318, 0.01, 0.36, 1.0 
0.999, 0.0316, 0.01, 0.38, 1.0 
1.0056, 0.0318, 0.01, 0.4, 1.0 
1.0112, 0.0319, 0.01, 0.42, 1.0 
1.0013, 0.0316, 0.01, 0.44, 1.0 
1.0054, 0.0317, 0.01, 0.46, 1.0 
1.0085, 0.0318, 0.01, 0.48, 1.0 
1.0106, 0.0318, 0.01, 0.5, 1.0 
1.0116, 0.0318, 0.01, 0.52, 1.0 
1.0114, 0.0318, 0.01, 0.54, 1.0 
1.0101, 0.0317, 0.01, 0.56, 1.0 
1.0211, 0.032, 0.01, 0.58, 1.0 
1.0169, 0.0318, 0.01, 0.6, 1.0 
1.0243, 0.032, 0.01, 0.62, 1.0 
1.0168, 0.0318, 0.01, 0.64, 1.0 
1.0203, 0.0318, 0.01, 0.66, 1.0 
1.0213, 0.0318, 0.01, 0.68, 1.0 
0.9959, 0.0945, 0.03, 0.0, 1.0 
0.9976, 0.0945, 0.03, 0.02, 1.0 
0.9989, 0.0945, 0.03, 0.04, 1.0 
0.9998, 0.0945, 0.03, 0.06, 1.0 
1.0056, 0.0949, 0.03, 0.08, 1.0 
1.0057, 0.0948, 0.03, 0.1, 1.0 
1.0054, 0.0947, 0.03, 0.12, 1.0 
1.01, 0.095, 0.03, 0.14, 1.0 
1.0089, 0.0947, 0.03, 0.16, 1.0 
1.0127, 0.095, 0.03, 0.18, 1.0 
1.016, 0.0952, 0.03, 0.2, 1.0 
1.0189, 0.0953, 0.03, 0.22, 1.0 
1.0214, 0.0954, 0.03, 0.24, 1.0 
1.0233, 0.0954, 0.03, 0.26, 1.0 
1.0247, 0.0954, 0.03, 0.28, 1.0 
1.0257, 0.0954, 0.03, 0.3, 1.0 
1.0261, 0.0953, 0.03, 0.32, 1.0 
1.0312, 0.0956, 0.03, 0.34, 1.0 
1.0357, 0.0958, 0.03, 0.36, 1.0 
1.0343, 0.0956, 0.03, 0.38, 1.0 
1.0375, 0.0957, 0.03, 0.4, 1.0 
1.0399, 0.0957, 0.03, 0.42, 1.0 
1.0416, 0.0957, 0.03, 0.44, 1.0 
1.0476, 0.0961, 0.03, 0.46, 1.0 
1.0476, 0.0959, 0.03, 0.48, 1.0 
1.0518, 0.0961, 0.03, 0.5, 1.0 
1.0549, 0.0962, 0.03, 0.52, 1.0 
1.0569, 0.0962, 0.03, 0.54, 1.0 
1.0627, 0.0964, 0.03, 0.56, 1.0 
1.067, 0.0966, 0.03, 0.58, 1.0 
1.0699, 0.0966, 0.03, 0.6, 1.0 
1.0759, 0.0969, 0.03, 0.62, 1.0 
1.08, 0.097, 0.03, 0.64, 1.0 
1.0821, 0.0969, 0.03, 0.66, 1.0 
1.0911, 0.0973, 0.03, 0.68, 1.0 
0.9954, 0.1575, 0.05, 0.0, 1.0 
0.9983, 0.1576, 0.05, 0.02, 1.0 
1.0009, 0.1577, 0.05, 0.04, 1.0 
1.0031, 0.1577, 0.05, 0.06, 1.0 
1.008, 0.1582, 0.05, 0.08, 1.0 
1.0094, 0.158, 0.05, 0.1, 1.0 
1.0137, 0.1583, 0.05, 0.12, 1.0 
1.0175, 0.1586, 0.05, 0.14, 1.0 
1.0209, 0.1588, 0.05, 0.16, 1.0 
1.0239, 0.1589, 0.05, 0.18, 1.0 
1.0265, 0.1589, 0.05, 0.2, 1.0 
1.032, 0.1594, 0.05, 0.22, 1.0 
1.0337, 0.1593, 0.05, 0.24, 1.0 
1.0382, 0.1596, 0.05, 0.26, 1.0 
1.0423, 0.1598, 0.05, 0.28, 1.0 
1.0458, 0.16, 0.05, 0.3, 1.0 
1.0488, 0.16, 0.05, 0.32, 1.0 
1.0546, 0.1605, 0.05, 0.34, 1.0 
1.0565, 0.1604, 0.05, 0.36, 1.0 
1.0611, 0.1606, 0.05, 0.38, 1.0 
1.065, 0.1608, 0.05, 0.4, 1.0 
1.0716, 0.1613, 0.05, 0.42, 1.0 
1.0741, 0.1612, 0.05, 0.44, 1.0 
1.0791, 0.1614, 0.05, 0.46, 1.0 
1.0865, 0.162, 0.05, 0.48, 1.0 
1.0897, 0.1619, 0.05, 0.5, 1.0 
1.0952, 0.1622, 0.05, 0.52, 1.0 
1.1028, 0.1627, 0.05, 0.54, 1.0 
1.1092, 0.163, 0.05, 0.56, 1.0 
1.1143, 0.1631, 0.05, 0.58, 1.0 
1.1211, 0.1634, 0.05, 0.6, 1.0 
1.1295, 0.1638, 0.05, 0.62, 1.0 
1.136, 0.164, 0.05, 0.64, 1.0 
1.1467, 0.1646, 0.05, 0.66, 1.0 
1.1551, 0.1649, 0.05, 0.68, 1.0 
0.9901, 0.22, 0.07, 0.0, 1.0 
0.9943, 0.2203, 0.07, 0.02, 1.0 
1.0004, 0.221, 0.07, 0.04, 1.0 
1.0038, 0.2211, 0.07, 0.06, 1.0 
1.0092, 0.2216, 0.07, 0.08, 1.0 
1.0142, 0.222, 0.07, 0.1, 1.0 
1.0188, 0.2224, 0.07, 0.12, 1.0 
1.0231, 0.2226, 0.07, 0.14, 1.0 
1.0269, 0.2227, 0.07, 0.16, 1.0 
1.0328, 0.2233, 0.07, 0.18, 1.0 
1.0358, 0.2233, 0.07, 0.2, 1.0 
1.0409, 0.2236, 0.07, 0.22, 1.0 
1.0479, 0.2244, 0.07, 0.24, 1.0 
1.0521, 0.2245, 0.07, 0.26, 1.0 
1.0582, 0.225, 0.07, 0.28, 1.0 
1.0639, 0.2254, 0.07, 0.3, 1.0 
1.069, 0.2257, 0.07, 0.32, 1.0 
1.0737, 0.2259, 0.07, 0.34, 1.0 
1.0803, 0.2264, 0.07, 0.36, 1.0 
1.0862, 0.2268, 0.07, 0.38, 1.0 
1.0916, 0.227, 0.07, 0.4, 1.0 
1.0988, 0.2275, 0.07, 0.42, 1.0 
1.1053, 0.2279, 0.07, 0.44, 1.0 
1.1135, 0.2286, 0.07, 0.46, 1.0 
1.1209, 0.229, 0.07, 0.48, 1.0 
1.1274, 0.2293, 0.07, 0.5, 1.0 
1.1355, 0.2297, 0.07, 0.52, 1.0 
1.145, 0.2304, 0.07, 0.54, 1.0 
1.1534, 0.2308, 0.07, 0.56, 1.0 
1.163, 0.2314, 0.07, 0.58, 1.0 
1.1736, 0.2321, 0.07, 0.6, 1.0 
1.1852, 0.2328, 0.07, 0.62, 1.0 
1.1975, 0.2336, 0.07, 0.64, 1.0 
1.2102, 0.2343, 0.07, 0.66, 1.0 
1.2232, 0.2349, 0.07, 0.68, 1.0 
0.9859, 0.283, 0.09, 0.0, 1.0 
0.9913, 0.2835, 0.09, 0.02, 1.0 
0.9964, 0.2838, 0.09, 0.04, 1.0 
1.0028, 0.2846, 0.09, 0.06, 1.0 
1.009, 0.2852, 0.09, 0.08, 1.0 
1.0148, 0.2858, 0.09, 0.1, 1.0 
1.0202, 0.2862, 0.09, 0.12, 1.0 
1.0271, 0.287, 0.09, 0.14, 1.0 
1.0319, 0.2871, 0.09, 0.16, 1.0 
1.0381, 0.2877, 0.09, 0.18, 1.0 
1.0458, 0.2886, 0.09, 0.2, 1.0 
1.0512, 0.2889, 0.09, 0.22, 1.0 
1.0582, 0.2896, 0.09, 0.24, 1.0 
1.0648, 0.2901, 0.09, 0.26, 1.0 
1.0728, 0.291, 0.09, 0.28, 1.0 
1.0786, 0.2912, 0.09, 0.3, 1.0 
1.0858, 0.2918, 0.09, 0.32, 1.0 
1.0944, 0.2927, 0.09, 0.34, 1.0 
1.1026, 0.2935, 0.09, 0.36, 1.0 
1.1103, 0.294, 0.09, 0.38, 1.0 
1.1174, 0.2944, 0.09, 0.4, 1.0 
1.128, 0.2955, 0.09, 0.42, 1.0 
1.1358, 0.2959, 0.09, 0.44, 1.0 
1.145, 0.2966, 0.09, 0.46, 1.0 
1.1556, 0.2975, 0.09, 0.48, 1.0 
1.1653, 0.2982, 0.09, 0.5, 1.0 
1.1782, 0.2994, 0.09, 0.52, 1.0 
1.1881, 0.2999, 0.09, 0.54, 1.0 
1.2011, 0.301, 0.09, 0.56, 1.0 
1.2151, 0.3021, 0.09, 0.58, 1.0 
1.2277, 0.3028, 0.09, 0.6, 1.0 
1.2431, 0.3039, 0.09, 0.62, 1.0 
1.2589, 0.3049, 0.09, 0.64, 1.0 
1.2771, 0.3062, 0.09, 0.66, 1.0 
1.2975, 0.3077, 0.09, 0.68, 1.0 
0.98, 0.346, 0.11, 0.0, 1.0 
0.9866, 0.3467, 0.11, 0.02, 1.0 
0.9929, 0.3473, 0.11, 0.04, 1.0 
1.0003, 0.3483, 0.11, 0.06, 1.0 
1.0074, 0.3491, 0.11, 0.08, 1.0 
1.0142, 0.3498, 0.11, 0.1, 1.0 
1.0221, 0.3508, 0.11, 0.12, 1.0 
1.0298, 0.3517, 0.11, 0.14, 1.0 
1.0371, 0.3525, 0.11, 0.16, 1.0 
1.0441, 0.3531, 0.11, 0.18, 1.0 
1.0522, 0.354, 0.11, 0.2, 1.0 
1.0601, 0.3548, 0.11, 0.22, 1.0 
1.0676, 0.3555, 0.11, 0.24, 1.0 
1.0763, 0.3565, 0.11, 0.26, 1.0 
1.0847, 0.3573, 0.11, 0.28, 1.0 
1.0943, 0.3584, 0.11, 0.3, 1.0 
1.1035, 0.3593, 0.11, 0.32, 1.0 
1.1123, 0.3601, 0.11, 0.34, 1.0 
1.1223, 0.3611, 0.11, 0.36, 1.0 
1.1335, 0.3624, 0.11, 0.38, 1.0 
1.1443, 0.3635, 0.11, 0.4, 1.0 
1.1545, 0.3643, 0.11, 0.42, 1.0 
1.1659, 0.3653, 0.11, 0.44, 1.0 
1.1784, 0.3666, 0.11, 0.46, 1.0 
1.1903, 0.3675, 0.11, 0.48, 1.0 
1.205, 0.3691, 0.11, 0.5, 1.0 
1.2189, 0.3703, 0.11, 0.52, 1.0 
1.2338, 0.3716, 0.11, 0.54, 1.0 
1.2496, 0.3729, 0.11, 0.56, 1.0 
1.2662, 0.3742, 0.11, 0.58, 1.0 
1.2835, 0.3755, 0.11, 0.6, 1.0 
1.3032, 0.3771, 0.11, 0.62, 1.0 
1.3252, 0.379, 0.11, 0.64, 1.0 
1.3475, 0.3805, 0.11, 0.66, 1.0 
1.3736, 0.3826, 0.11, 0.68, 1.0 
0.9715, 0.4085, 0.13, 0.0, 1.0 
0.9793, 0.4095, 0.13, 0.02, 1.0 
0.988, 0.4109, 0.13, 0.04, 1.0 
0.9964, 0.4121, 0.13, 0.06, 1.0 
1.0045, 0.4132, 0.13, 0.08, 1.0 
1.0124, 0.4141, 0.13, 0.1, 1.0 
1.0212, 0.4153, 0.13, 0.12, 1.0 
1.0297, 0.4164, 0.13, 0.14, 1.0 
1.0392, 0.4178, 0.13, 0.16, 1.0 
1.0485, 0.419, 0.13, 0.18, 1.0 
1.0575, 0.42, 0.13, 0.2, 1.0 
1.0675, 0.4214, 0.13, 0.22, 1.0 
1.0772, 0.4226, 0.13, 0.24, 1.0 
1.0866, 0.4235, 0.13, 0.26, 1.0 
1.0971, 0.4248, 0.13, 0.28, 1.0 
1.1087, 0.4264, 0.13, 0.3, 1.0 
1.1199, 0.4278, 0.13, 0.32, 1.0 
1.1308, 0.4289, 0.13, 0.34, 1.0 
1.1428, 0.4303, 0.13, 0.36, 1.0 
1.1558, 0.4319, 0.13, 0.38, 1.0 
1.1685, 0.4332, 0.13, 0.4, 1.0 
1.1822, 0.4348, 0.13, 0.42, 1.0 
1.1954, 0.436, 0.13, 0.44, 1.0 
1.2097, 0.4374, 0.13, 0.46, 1.0 
1.2266, 0.4395, 0.13, 0.48, 1.0 
1.2429, 0.4411, 0.13, 0.5, 1.0 
1.2601, 0.4428, 0.13, 0.52, 1.0 
1.2783, 0.4445, 0.13, 0.54, 1.0 
1.2974, 0.4462, 0.13, 0.56, 1.0 
1.3189, 0.4483, 0.13, 0.58, 1.0 
1.3428, 0.4507, 0.13, 0.6, 1.0 
1.3674, 0.4529, 0.13, 0.62, 1.0 
1.3942, 0.4552, 0.13, 0.64, 1.0 
1.4232, 0.4576, 0.13, 0.66, 1.0 
1.456, 0.4604, 0.13, 0.68, 1.0 
0.9629, 0.4715, 0.15, 0.0, 1.0 
0.9719, 0.4729, 0.15, 0.02, 1.0 
0.9816, 0.4746, 0.15, 0.04, 1.0 
0.9911, 0.4762, 0.15, 0.06, 1.0 
1.0003, 0.4775, 0.15, 0.08, 1.0 
1.0103, 0.4792, 0.15, 0.1, 1.0 
1.0201, 0.4806, 0.15, 0.12, 1.0 
1.0297, 0.4819, 0.15, 0.14, 1.0 
1.0402, 0.4835, 0.15, 0.16, 1.0 
1.0515, 0.4854, 0.15, 0.18, 1.0 
1.0615, 0.4866, 0.15, 0.2, 1.0 
1.0735, 0.4886, 0.15, 0.22, 1.0 
1.0841, 0.4898, 0.15, 0.24, 1.0 
1.0969, 0.4919, 0.15, 0.26, 1.0 
1.1082, 0.4932, 0.15, 0.28, 1.0 
1.1205, 0.4948, 0.15, 0.3, 1.0 
1.1338, 0.4966, 0.15, 0.32, 1.0 
1.1481, 0.4987, 0.15, 0.34, 1.0 
1.1621, 0.5005, 0.15, 0.36, 1.0 
1.1759, 0.502, 0.15, 0.38, 1.0 
1.1919, 0.5042, 0.15, 0.4, 1.0 
1.2077, 0.5061, 0.15, 0.42, 1.0 
1.2245, 0.5081, 0.15, 0.44, 1.0 
1.2423, 0.5102, 0.15, 0.46, 1.0 
1.2611, 0.5124, 0.15, 0.48, 1.0 
1.2809, 0.5147, 0.15, 0.5, 1.0 
1.3018, 0.5169, 0.15, 0.52, 1.0 
1.3236, 0.5192, 0.15, 0.54, 1.0 
